Names,Age,Team,Position,Roles,Nationality,Market Value (In Millions),Player Profile Link,Name ID,ID,League,Player Image
Mahamadou Diawara,19,Olympique Lyon,Central Midfield,Midfield,France,€3.00m,https://www.transfermarkt.us/mahamadou-diawara/profil/spieler/1053147,mahamadou-diawara,1053147,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/1053147-1713179514.jpeg?lm=1
Rayan Cherki,21,Olympique Lyon,Attacking Midfield,Midfield,France,€20.00m,https://www.transfermarkt.us/rayan-cherki/profil/spieler/607223,rayan-cherki,607223,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/607223-1672831487.jpg?lm=1
Malick Fofana,19,Olympique Lyon,Left Winger,Attack,Belgium,€15.00m,https://www.transfermarkt.us/malick-fofana/profil/spieler/743386,malick-fofana,743386,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/743386-1676881156.jpg?lm=1
Saïd Benrahma,29,Olympique Lyon,Left Winger,Attack,Algeria,€15.00m,https://www.transfermarkt.us/said-benrahma/profil/spieler/290532,said-benrahma,290532,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/290532-1686212081.jpg?lm=1
Wilfried Zaha,32,Olympique Lyon,Left Winger,Attack,Cote d'Ivoire,€10.00m,https://www.transfermarkt.us/wilfried-zaha/profil/spieler/145988,wilfried-zaha,145988,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/145988-1701182730.png?lm=1
Ernest Nuamah,21,Olympique Lyon,Right Winger,Attack,Ghana,€18.00m,https://www.transfermarkt.us/ernest-nuamah/profil/spieler/955070,ernest-nuamah,955070,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/955070-1702991257.jpg?lm=1
Georges Mikautadze,24,Olympique Lyon,Centre-Forward,Attack,Georgia,€20.00m,https://www.transfermarkt.us/georges-mikautadze/profil/spieler/729814,georges-mikautadze,729814,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/729814-1719222514.jpg?lm=1
Gift Orban,22,Olympique Lyon,Centre-Forward,Attack,Nigeria,€15.00m,https://www.transfermarkt.us/gift-orban/profil/spieler/1018259,gift-orban,1018259,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/1018259-1701690897.jpg?lm=1
Alexandre Lacazette,33,Olympique Lyon,Centre-Forward,Attack,France,€9.00m,https://www.transfermarkt.us/alexandre-lacazette/profil/spieler/93720,alexandre-lacazette,93720,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/93720-1672830448.jpg?lm=1
Brice Samba,30,RC Lens,Goalkeeper,Goalkeeper,France,€15.00m,https://www.transfermarkt.us/brice-samba/profil/spieler/191056,brice-samba,191056,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/191056-1602242038.jpg?lm=1
Hervé Koffi,28,RC Lens,Goalkeeper,Goalkeeper,Burkina Faso,€2.00m,https://www.transfermarkt.us/herve-koffi/profil/spieler/415383,herve-koffi,415383,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/415383-1672499883.jpg?lm=1
Denis Petric,36,RC Lens,Goalkeeper,Goalkeeper,Slovenia,€0.1m,https://www.transfermarkt.us/denis-petric/profil/spieler/28356,denis-petric,28356,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/28356-1703065287.jpg?lm=1
Kevin Danso,26,RC Lens,Centre-Back,Defender,Austria,€25.00m,https://www.transfermarkt.us/kevin-danso/profil/spieler/263236,kevin-danso,263236,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/263236-1691217955.png?lm=1
Facundo Medina,25,RC Lens,Centre-Back,Defender,Argentina,€25.00m,https://www.transfermarkt.us/facundo-medina/profil/spieler/474800,facundo-medina,474800,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/474800-1653402999.jpg?lm=1
Abdukodir Khusanov,20,RC Lens,Centre-Back,Defender,Uzbekistan,€5.00m,https://www.transfermarkt.us/abdukodir-khusanov/profil/spieler/763079,abdukodir-khusanov,763079,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/763079-1684599647.png?lm=1
Jonathan Gradit,32,RC Lens,Centre-Back,Defender,France,€4.50m,https://www.transfermarkt.us/jonathan-gradit/profil/spieler/126557,jonathan-gradit,126557,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/126557-1544023393.jpg?lm=1
Malang Sarr,25,RC Lens,Centre-Back,Defender,France,€4.00m,https://www.transfermarkt.us/malang-sarr/profil/spieler/344596,malang-sarr,344596,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/344596-1606395203.png?lm=1
Sidi Bane,20,RC Lens,Centre-Back,Defender,Senegal,€0.3m,https://www.transfermarkt.us/sidi-bane/profil/spieler/1000828,sidi-bane,1000828,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/1000828-1683655201.png?lm=1
Ismaëlo Ganiou,19,RC Lens,Centre-Back,Defender,France,€0.0m,https://www.transfermarkt.us/ismaelo-ganiou/profil/spieler/1020191,ismaelo-ganiou,1020191,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1
Deiver Machado,31,RC Lens,Left-Back,Defender,Colombia,€4.00m,https://www.transfermarkt.us/deiver-machado/profil/spieler/332560,deiver-machado,332560,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/332560-1704797088.jpg?lm=1
Jhoanner Chávez,22,RC Lens,Left-Back,Defender,Ecuador,€4.00m,https://www.transfermarkt.us/jhoanner-chavez/profil/spieler/713787,jhoanner-chavez,713787,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/713787-1656676313.JPG?lm=1
Ruben Aguilar,31,RC Lens,Right-Back,Defender,France,€5.00m,https://www.transfermarkt.us/ruben-aguilar/profil/spieler/203746,ruben-aguilar,203746,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/203746-1614090581.jpg?lm=1
Nampalys Mendy,32,RC Lens,Defensive Midfield,Midfield,Senegal,€2.50m,https://www.transfermarkt.us/nampalys-mendy/profil/spieler/111051,nampalys-mendy,111051,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/111051-1547722265.jpg?lm=1
Hamzat Ojediran,21,RC Lens,Defensive Midfield,Midfield,Nigeria,€1.20m,https://www.transfermarkt.us/hamzat-ojediran/profil/spieler/718312,hamzat-ojediran,718312,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/718312-1723133488.jpg?lm=1
Tom Pouilly,21,RC Lens,Defensive Midfield,Midfield,France,€0.0m,https://www.transfermarkt.us/tom-pouilly/profil/spieler/917817,tom-pouilly,917817,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/917817-1699472291.jpg?lm=1
Andy Diouf,21,RC Lens,Central Midfield,Midfield,France,€9.00m,https://www.transfermarkt.us/andy-diouf/profil/spieler/711976,andy-diouf,711976,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/711976-1637070021.jpg?lm=1
Neil El Aynaoui,23,RC Lens,Central Midfield,Midfield,Morocco,€8.00m,https://www.transfermarkt.us/neil-el-aynaoui/profil/spieler/901019,neil-el-aynaoui,901019,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/901019-1685539384.jpg?lm=1
Przemyslaw Frankowski,29,RC Lens,Right Midfield,Midfield,Poland,€9.00m,https://www.transfermarkt.us/przemyslaw-frankowski/profil/spieler/239743,przemyslaw-frankowski,239743,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/239743-1669189009.jpg?lm=1
Jimmy Cabot,30,RC Lens,Right Midfield,Midfield,France,€2.50m,https://www.transfermarkt.us/jimmy-cabot/profil/spieler/206912,jimmy-cabot,206912,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/206912-1704795705.jpg?lm=1
Anass Zaroury,24,RC Lens,Attacking Midfield,Midfield,Morocco,€9.00m,https://www.transfermarkt.us/anass-zaroury/profil/spieler/491296,anass-zaroury,491296,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/491296-1626771045.jpg?lm=1
David Pereira da Costa,23,RC Lens,Attacking Midfield,Midfield,Portugal,€8.00m,https://www.transfermarkt.us/david-pereira-da-costa/profil/spieler/719442,david-pereira-da-costa,719442,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/719442-1630606082.jpg?lm=1
Angelo Fulgini,28,RC Lens,Attacking Midfield,Midfield,France,€7.00m,https://www.transfermarkt.us/angelo-fulgini/profil/spieler/250013,angelo-fulgini,250013,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/250013-1657707374.jpg?lm=1
Adrien Thomasson,30,RC Lens,Attacking Midfield,Midfield,France,€5.00m,https://www.transfermarkt.us/adrien-thomasson/profil/spieler/215977,adrien-thomasson,215977,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/215977-1673538425.jpg?lm=1
M'Bala Nzola,28,RC Lens,Centre-Forward,Attack,Angola,€7.00m,https://www.transfermarkt.us/mbala-nzola/profil/spieler/354814,mbala-nzola,354814,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/354814-1664974000.jpg?lm=1
Martín Satriano,23,RC Lens,Centre-Forward,Attack,Uruguay,€7.00m,https://www.transfermarkt.us/martin-satriano/profil/spieler/640109,martin-satriano,640109,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/640109-1626685122.jpg?lm=1
Wesley Saïd,29,RC Lens,Centre-Forward,Attack,France,€4.00m,https://www.transfermarkt.us/wesley-said/profil/spieler/182916,wesley-said,182916,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/182916-1593971458.jpg?lm=1
Florian Sotoca,34,RC Lens,Centre-Forward,Attack,France,€3.00m,https://www.transfermarkt.us/florian-sotoca/profil/spieler/354726,florian-sotoca,354726,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/354726-1701294869.jpg?lm=1
Rémy Labeau Lascary,21,RC Lens,Centre-Forward,Attack,Guadeloupe,€1.50m,https://www.transfermarkt.us/remy-labeau-lascary/profil/spieler/917778,remy-labeau-lascary,917778,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/917778-1676913774.jpg?lm=1
Gerónimo Rulli,32,Olympique Marseille,Goalkeeper,Goalkeeper,Argentina,€5.00m,https://www.transfermarkt.us/geronimo-rulli/profil/spieler/229604,geronimo-rulli,229604,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/229604-1698670758.jpg?lm=1
Jeffrey de Lange,26,Olympique Marseille,Goalkeeper,Goalkeeper,Netherlands,€3.00m,https://www.transfermarkt.us/jeffrey-de-lange/profil/spieler/315253,jeffrey-de-lange,315253,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/315253-1723035184.jpg?lm=1
Rubén Blanco,29,Olympique Marseille,Goalkeeper,Goalkeeper,Spain,€2.00m,https://www.transfermarkt.us/ruben-blanco/profil/spieler/199321,ruben-blanco,199321,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/199321-1676905860.jpg?lm=1
Leonardo Balerdi,25,Olympique Marseille,Centre-Back,Defender,Argentina,€20.00m,https://www.transfermarkt.us/leonardo-balerdi/profil/spieler/575998,leonardo-balerdi,575998,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/575998-1640777749.jpg?lm=1
Lilian Brassier,25,Olympique Marseille,Centre-Back,Defender,France,€12.00m,https://www.transfermarkt.us/lilian-brassier/profil/spieler/485960,lilian-brassier,485960,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/485960-1623749516.jpg?lm=1
Chancel Mbemba,30,Olympique Marseille,Centre-Back,Defender,DR Congo,€8.00m,https://www.transfermarkt.us/chancel-mbemba/profil/spieler/203348,chancel-mbemba,203348,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/203348-1666814922.jpg?lm=1
Bamo Meïté,22,Olympique Marseille,Centre-Back,Defender,Cote d'Ivoire,€7.00m,https://www.transfermarkt.us/bamo-meite/profil/spieler/807165,bamo-meite,807165,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/807165-1724754649.jpg?lm=1
Derek Cornelius,27,Olympique Marseille,Centre-Back,Defender,Canada,€4.00m,https://www.transfermarkt.us/derek-cornelius/profil/spieler/328609,derek-cornelius,328609,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/328609-1618857970.jpg?lm=1
Quentin Merlin,22,Olympique Marseille,Left-Back,Defender,France,€10.00m,https://www.transfermarkt.us/quentin-merlin/profil/spieler/557613,quentin-merlin,557613,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/557613-1704213356.jpg?lm=1
Ulisses Garcia,28,Olympique Marseille,Left-Back,Defender,Switzerland,€4.00m,https://www.transfermarkt.us/ulisses-garcia/profil/spieler/192616,ulisses-garcia,192616,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/192616-1700236348.jpg?lm=1
Amir Murillo,28,Olympique Marseille,Right-Back,Defender,Panama,€5.00m,https://www.transfermarkt.us/amir-murillo/profil/spieler/354482,amir-murillo,354482,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/354482-1719228286.jpg?lm=1
Pol Lirola,27,Olympique Marseille,Right-Back,Defender,Spain,€2.50m,https://www.transfermarkt.us/pol-lirola/profil/spieler/298975,pol-lirola,298975,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/298975-1673514557.jpg?lm=1
Pierre-Emile Højbjerg,29,Olympique Marseille,Defensive Midfield,Midfield,Denmark,€20.00m,https://www.transfermarkt.us/pierre-emile-hojbjerg/profil/spieler/167799,pierre-emile-hojbjerg,167799,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/167799-1629882773.jpg?lm=1
Geoffrey Kondogbia,31,Olympique Marseille,Defensive Midfield,Midfield,Central African Republic,€9.00m,https://www.transfermarkt.us/geoffrey-kondogbia/profil/spieler/127189,geoffrey-kondogbia,127189,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/127189-1703066053.jpg?lm=1
Adrien Rabiot,29,Olympique Marseille,Central Midfield,Midfield,France,€30.00m,https://www.transfermarkt.us/adrien-rabiot/profil/spieler/182913,adrien-rabiot,182913,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/182913-1681462009.jpg?lm=1
Ismaël Koné,22,Olympique Marseille,Central Midfield,Midfield,Canada,€12.00m,https://www.transfermarkt.us/ismael-kone/profil/spieler/921655,ismael-kone,921655,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/921655-1646130817.jpg?lm=1
Valentin Rongier,29,Olympique Marseille,Central Midfield,Midfield,France,€10.00m,https://www.transfermarkt.us/valentin-rongier/profil/spieler/332889,valentin-rongier,332889,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/332889-1703065877.jpg?lm=1
Bilal Nadir,21,Olympique Marseille,Central Midfield,Midfield,Morocco,€0.5m,https://www.transfermarkt.us/bilal-nadir/profil/spieler/659520,bilal-nadir,659520,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/659520-1653405768.jpg?lm=1
Gaël Lafont,18,Olympique Marseille,Central Midfield,Midfield,France,€0.0m,https://www.transfermarkt.us/gael-lafont/profil/spieler/955358,gael-lafont,955358,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/955358-1725448244.jpg?lm=1
Valentín Carboni,19,Olympique Marseille,Attacking Midfield,Midfield,Argentina,€15.00m,https://www.transfermarkt.us/valentin-carboni/profil/spieler/787618,valentin-carboni,787618,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/787618-1667405332.jpg?lm=1
Amine Harit,27,Olympique Marseille,Attacking Midfield,Midfield,Morocco,€15.00m,https://www.transfermarkt.us/amine-harit/profil/spieler/372711,amine-harit,372711,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/372711-1666815306.jpg?lm=1
Darryl Bakola,17,Olympique Marseille,Attacking Midfield,Midfield,France,€0.0m,https://www.transfermarkt.us/darryl-bakola/profil/spieler/1170286,darryl-bakola,1170286,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1
Luis Henrique,22,Olympique Marseille,Left Winger,Attack,Brazil,€12.00m,https://www.transfermarkt.us/luis-henrique/profil/spieler/691316,luis-henrique,691316,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/691316-1632769083.jpg?lm=1
Jonathan Rowe,21,Olympique Marseille,Left Winger,Attack,England,€10.00m,https://www.transfermarkt.us/jonathan-rowe/profil/spieler/672381,jonathan-rowe,672381,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/672381-1708003554.jpg?lm=1
Enzo Sternal,17,Olympique Marseille,Left Winger,Attack,France,€1.50m,https://www.transfermarkt.us/enzo-sternal/profil/spieler/1075589,enzo-sternal,1075589,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/1075589-1725447900.jpg?lm=1
Mason Greenwood,23,Olympique Marseille,Right Winger,Attack,England,€35.00m,https://www.transfermarkt.us/mason-greenwood/profil/spieler/532826,mason-greenwood,532826,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/532826-1693987766.jpg?lm=1
François Mughe,20,Olympique Marseille,Right Winger,Attack,Cameroon,€0.8m,https://www.transfermarkt.us/francois-mughe/profil/spieler/1027216,francois-mughe,1027216,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/1027216-1703065950.jpg?lm=1
Keyliane Abdallah,18,Olympique Marseille,Right Winger,Attack,France,€0.0m,https://www.transfermarkt.us/keyliane-abdallah/profil/spieler/1183719,keyliane-abdallah,1183719,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1
Elye Wahi,21,Olympique Marseille,Centre-Forward,Attack,France,€30.00m,https://www.transfermarkt.us/elye-wahi/profil/spieler/659542,elye-wahi,659542,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/659542-1692791720.jpg?lm=1
Neal Maupay,28,Olympique Marseille,Centre-Forward,Attack,France,€12.00m,https://www.transfermarkt.us/neal-maupay/profil/spieler/217115,neal-maupay,217115,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/217115-1700737951.jpg?lm=1
Faris Moumbagna,24,Olympique Marseille,Centre-Forward,Attack,Cameroon,€10.00m,https://www.transfermarkt.us/faris-moumbagna/profil/spieler/599663,faris-moumbagna,599663,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/599663-1699864871.jpg?lm=1
Yehvann Diouf,25,Stade Reims,Goalkeeper,Goalkeeper,France,€8.00m,https://www.transfermarkt.us/yehvann-diouf/profil/spieler/448632,yehvann-diouf,448632,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/448632-1723831136.png?lm=1
Alexandre Olliero,28,Stade Reims,Goalkeeper,Goalkeeper,France,€0.4m,https://www.transfermarkt.us/alexandre-olliero/profil/spieler/395602,alexandre-olliero,395602,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/395602-1723831771.png?lm=1
Ludovic Butelle,41,Stade Reims,Goalkeeper,Goalkeeper,France,€0.1m,https://www.transfermarkt.us/ludovic-butelle/profil/spieler/12029,ludovic-butelle,12029,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/12029-1723831895.png?lm=1
Joseph Okumu,27,Stade Reims,Centre-Back,Defender,Kenya,€9.00m,https://www.transfermarkt.us/joseph-okumu/profil/spieler/453376,joseph-okumu,453376,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/453376-1723832031.png?lm=1
Emmanuel Agbadou,27,Stade Reims,Centre-Back,Defender,Cote d'Ivoire,€9.00m,https://www.transfermarkt.us/emmanuel-agbadou/profil/spieler/683895,emmanuel-agbadou,683895,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/683895-1723821154.png?lm=1
Cédric Kipré,27,Stade Reims,Centre-Back,Defender,Cote d'Ivoire,€2.50m,https://www.transfermarkt.us/cedric-kipre/profil/spieler/364827,cedric-kipre,364827,Ligue 1,https://img.a.transfermarkt.technology/portrait/header/364827-1723832143.png?lm=1
